"Tag Summary Report"
"12/01/2024 00:00 - 01/01/2025 00:00"

Incident,"Ad Tag ID",Hash,"Tag Name","Scan Type","Hit Type","Scan Date","Scan ID",Example,csid,"Comment Type","Comment Text","Threat Behavior","Expected Behavior","Malware Condition","Named Threat","Resolution Reason"
TMT-20230609-OEC,pluto_tmt_cr_f499a005598aeeca2b54ccde1287c6dc,211ea9a6046855810167cee0d1e4cdec,pluto_tmt_mobile_324_121888_2_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 13:18 +0000",124140005493,https://www.themediatrust.com?scsh=124140005493,3UBE6iVY1q4P,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240503-MWB,pluto_tmt_cr_80fbd1a5b6f3f4baa9bcc9b22ba0f86e,aa008562b5b25a36fe01554e1fbca45a,pluto_tmt_mobile_159_121888_1_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 13:13 +0000",124139905551,https://www.themediatrust.com?scsh=124139905551,3UBE56wU1xTb,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20230609-OEC,pluto_tmt_cr_f499a005598aeeca2b54ccde1287c6dc,1ec6960fe3f14a649f55c1bea8e7b60c,pluto_tmt_mobile_324_121888_2_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 13:12 +0000",124139885423,https://www.themediatrust.com?scsh=124139885423,3UBE4yia2Kkx,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20230609-OEC,pluto_tmt_cr_fa10eb40c92f3f435eca37f0e056dd41,09cb2f9c52b1b33923bc4d4a1b4361b5,pluto_tmt_mobile_159_121888_2_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 13:10 +0000",124139837127,https://www.themediatrust.com?scsh=124139837127,3UBE4Lpi2iuE,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240705-LPW,pluto_tmt_cr_0af193425e3e0afcd2cc8b3cf92a6d9a,6e71a4bde531d5d00aeacd1342a6404d,pluto_tmt_mobile_669_11-172-327-26867_hydroviv_RTB,Tag,Malicious,"2024-12-11 13:05 +0000",124139720343,https://www.themediatrust.com?scsh=124139720343,3UBE2hmt1moH,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","GhostCat - 3PC",
TMT-20240503-MWB,pluto_tmt_cr_80fbd1a5b6f3f4baa9bcc9b22ba0f86e,44367f4f2bb7105bb01050e9904b2cf1,pluto_tmt_mobile_159_121888_1_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 12:56 +0000",124139522140,https://www.themediatrust.com?scsh=124139522140,3UBDJHiU1XGM,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_f0b483016198531ba38ff4828446c62e,b49e021490d6ca2cea88fbc7eee23195,pluto_tmt_mobile_399_121873_1_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 12:54 +0000",124139482560,https://www.themediatrust.com?scsh=124139482560,3UBDHmBA2Ncd,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20230609-OEC,pluto_tmt_cr_f499a005598aeeca2b54ccde1287c6dc,83376d93c68e53cc042682ebb08908d0,pluto_tmt_mobile_324_121888_2_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 12:51 +0000",124139424859,https://www.themediatrust.com?scsh=124139424859,3UBDGy6v13ZJ,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_f0b483016198531ba38ff4828446c62e,3d927106c37ffb9d580a79a0b778a790,pluto_tmt_mobile_399_121873_1_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 12:41 +0000",124139193781,https://www.themediatrust.com?scsh=124139193781,3UBDDt5i2ePx,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20230609-OEC,pluto_tmt_cr_838ab4e92ec8c2bb7b8d2b2156e83084,1343615a16fb222b541a19f74ba09ed7,pluto_tmt_mobile_367_191_308_119927_111|0f6ee2b43bb74e71_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 12:40 +0000",124139159870,https://www.themediatrust.com?scsh=124139159870,3UBDDKmK1dP3,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240503-MWB,pluto_tmt_cr_6e4c99e52da32b7651c081ec2a91b793,bc2a4d18f95b80aa8c7462c9786d8994,pluto_tmt_mobile_324_121888_1_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 12:38 +0000",124139101498,https://www.themediatrust.com?scsh=124139101498,3UBDCj1W2E7u,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_f0b483016198531ba38ff4828446c62e,5b3b3e3974beff61e214f81aa5f8da86,pluto_tmt_mobile_399_121873_1_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 12:31 +0000",124138995415,https://www.themediatrust.com?scsh=124138995415,3UBDAq3T2KEo,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_6e75a93e5e396de93cf106790c844c6e,d3b6a46c5531554c363991b0c9b35c3a,pluto_tmt_mobile_324_121892_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 12:19 +0000",124138713868,https://www.themediatrust.com?scsh=124138713868,3UBD72iw2egc,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240503-MWB,pluto_tmt_cr_6e4c99e52da32b7651c081ec2a91b793,0396cadc2a17f06ccd112d6f9cfa40c8,pluto_tmt_mobile_324_121888_1_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 12:16 +0000",124138690341,https://www.themediatrust.com?scsh=124138690341,3UBD67zq1akn,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_d1df069a14ea0ddce99632fe39c69561,0dd52c2f6f47ae2ad53beb472764795e,pluto_tmt_mobile_647_121873_3_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 12:18 +0000",124138675429,https://www.themediatrust.com?scsh=124138675429,3UBD6evY1Fza,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_78841a9bcaa84cba8c05c0fb7d386c9a,45ea7a8abc21011e4883ee9179181119,pluto_tmt_mobile_193_191_308_121766_2_14|0f6ee2b43bb74e71|f025f9fafc29aa91_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 12:08 +0000",124138485506,https://www.themediatrust.com?scsh=124138485506,3UBD3YMa2qYb,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240503-MWB,pluto_tmt_cr_80fbd1a5b6f3f4baa9bcc9b22ba0f86e,f627cb0a1c3ab8d4f0594a2900c52cff,pluto_tmt_mobile_159_121888_1_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 12:05 +0000",124138456233,https://www.themediatrust.com?scsh=124138456233,3UBD2bKe1TM8,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_039365d5ab160f4318697671c48e6be6,d9d72e6504d2e393c63cc42f9bb0d3be,pluto_tmt_mobile_334_UUVFRkoJHANeUjFEBgNQDl45XGtQQwwNQw_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 11:59 +0000",124138315373,https://www.themediatrust.com?scsh=124138315373,3UBCKB8R1b9w,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20230609-OEC,pluto_tmt_cr_f499a005598aeeca2b54ccde1287c6dc,deccad14c34540a2e36b7a6123d0dc0e,pluto_tmt_mobile_324_121888_2_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 11:53 +0000",124138241958,https://www.themediatrust.com?scsh=124138241958,3UBCHUkc1QG2,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20230609-OEC,pluto_tmt_cr_f499a005598aeeca2b54ccde1287c6dc,96491278bf8b09836d9115bb5d131147,pluto_tmt_mobile_324_121888_2_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 11:45 +0000",124138092632,https://www.themediatrust.com?scsh=124138092632,3UBCF2by1ikB,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
