Incident,Ad Tag ID,Hash,Tag Name,Scan Type,Hit Type,Scan Date,Scan ID,Example,csid,Tag Status,Start Date,End Date,Pause,Priority,Publisher Name,Provider Account,Public Deck,Comment Type,Comment Text,Threat Behavior,Expected Behavior,Malware Condition
TMT-20240429-OMT,1735785588705449795,276de91eb26876e939e189b4b2bde356,TMT|banner$$20250102$$bidswitch_dsp$$unity$$176_CR51796847$$_RTB,Tag,Scam/Fraud,2025-01-02 14:58 +0000,124756265393,https://www.themediatrust.com?scsh=124756265393,3ULMK5CK2bUe,Expired,02/01/2025,02/01/2025,f,9,unity,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=38f2beda904fa9f8c474fc1c8afe1053,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240703-YMJ,1735807856144969089,5cde8b14d4c5b6a52460bbc318adb77f,TMT|banner$$20250102$$playdigo_dsp$$unity$$cr2184.bd727db3$$_RTB,Landing Page,Malicious,2025-01-02 14:55 +0000,124756200067,https://www.themediatrust.com?scsh=124756200067,3ULMJ2XZ2RHw,Expired,02/01/2025,02/01/2025,t,3,unity,playdigo_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=f0d6aec27498e6cc775ff230c3edbb36,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240429-OMT,1735785591797226119,a5486326fc8eb82daa132c855c0d5256,TMT|banner$$20250102$$bidswitch_dsp$$fyberdisplay$$176_CR51790112$$_RTB,Tag,Scam/Fraud,2025-01-02 14:51 +0000,124756139114,https://www.themediatrust.com?scsh=124756139114,3ULMGuKs1xKf,Expired,02/01/2025,02/01/2025,f,9,fyberdisplay,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=ae51eba0e7f641124d0aa4075e46c010,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240306-PTG,1735785582576708127,aa75af6e888c1d295c2954efc84b8350,TMT|banner$$20250102$$bidswitch_dsp$$fyberdisplay$$340_3280538$$_RTB,Tag,Out Of Browser Redirect,2025-01-02 14:50 +0000,124756081218,https://www.themediatrust.com?scsh=124756081218,3ULMGc832KfP,Expired,02/01/2025,02/01/2025,f,9,fyberdisplay,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=4df9faa35b6509ec5f698db05678c09f,App Store Redirect iOS,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the iTunes store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into iTunes. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect iOS
TMT-20240625-TAM,1735785570530242784,7e0bfdcc59d8f94e76b0f29ba0abf57c,TMT|banner$$20250102$$smartad_dsp$$prebid$$11196780$$_RTB,Landing Page,Malicious - Indirect Evidence,2025-01-02 14:46 +0000,124756047494,https://www.themediatrust.com?scsh=124756047494,3ULMFQHq16z6,Expired,02/01/2025,02/01/2025,f,99,prebid,smartad_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=af2ba9bef9a32915bad2360d8f1932d4,DNE Domain,"Domain Does Not Exist: The flagged domain is not generating any content and is no longer connecting and executing during scanning. The Media Trust is not able to confirm the legitimacy of this domain. These types of domains often cause malicious redirects as they frequently expire and are associated with malicious content; bad actors take advantage of a domains one-time legitimacy and repurchase them to execute malicious campaigns.
To remediate this, please ensure this domain is removed from the delivery process and is no longer being called to and delivered. ",Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),DNE Domain
TMT-20240703-YMJ,1735785541690613358,c4c82baf1773f8896a1cd68a82a1c25c,TMT|banner$$20250102$$Inspiritum_dsp$$bidmachine$$232503$$_RTB,Landing Page,Malicious,2025-01-02 14:47 +0000,124756046247,https://www.themediatrust.com?scsh=124756046247,3ULMFgav2eqk,Expired,02/01/2025,02/01/2025,f,3,bidmachine,Inspiritum_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=9ce69f3bf3e72b71837849dea1b56aba,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240429-OMT,1735785555828196604,1463be64b8a33b56de4ee68755ceeea6,TMT|banner$$20250102$$magnite_dsp$$fyberdisplay$$2760:176_CR51796872$$_RTB,Tag,Scam/Fraud,2025-01-02 14:45 +0000,124756007827,https://www.themediatrust.com?scsh=124756007827,3ULMF7An1ZMx,Expired,02/01/2025,02/01/2025,f,99,fyberdisplay,magnite_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=e6a7d21b1c3f93253aca1164b9277247,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20230729-EVW,1735807924469310960,98ceb85ce007c80d5931e3675f346b9d,TMT|banner$$20250102$$startio_dsp$$fyber$$565_417_5383c537413ad33606dfd91724f99da8$$_RTB,Tag,Out Of Browser Redirect,2025-01-02 14:41 +0000,124755941994,https://www.themediatrust.com?scsh=124755941994,3ULMDpoc16eg,Expired,02/01/2025,02/01/2025,t,3,fyber,startio_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=3628a7ba7da4433a878d0ab373b3d93e,App Store Redirect Android,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect Android
TMT-20240503-MWB,1735807926003858810,62a9e9c462758f6aa7345f33bcb8ba25,TMT|banner$$20250102$$bidswitch_dsp$$vungle$$308_121432_18$$_RTB,Tag,Malicious - Indirect Evidence,2025-01-02 14:42 +0000,124755920601,https://www.themediatrust.com?scsh=124755920601,3ULMDvpY2Wns,Expired,02/01/2025,02/01/2025,t,9,vungle,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=4616ddb6db195633763f86848f2df27e,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag
TMT-20241223-KXF,1735797296721647028,b90d720046110d03537423627177fb12,TMT|banner$$20250102$$smartad_dsp$$vungle$$417_bc9d9200f86db41d850d77552929010b$$_RTB,Tag,Resolved,2025-01-02 14:37 +0000,124755864645,https://www.themediatrust.com?scsh=124755864645,3ULMCNvY1Rh7,Expired,02/01/2025,02/01/2025,f,99,vungle,smartad_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=3901911df349fea6839fe8f2fccac12b,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20241223-KXF,1735807946361637556,b17e493930ad866f2c3f01dd2f521413,TMT|banner$$20250102$$shareit_dsp$$fyberdisplay$$1:175596574$$_RTB,Tag,Resolved,2025-01-02 14:36 +0000,124755825155,https://www.themediatrust.com?scsh=124755825155,3ULMCHjC1eUt,Expired,02/01/2025,02/01/2025,t,3,fyberdisplay,shareit_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=713fe963cddf4007e9e921997667d047,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20241223-KXF,1735785543222664039,3a6e1b1e39feffbe8e10c2db8f0da2c3,TMT|banner$$20250102$$nasmedia_dsp$$bidmachine$$ip0zYaQsfmI1LJNchd0l$$_RTB,Tag,Resolved,2025-01-02 14:35 +0000,124755783483,https://www.themediatrust.com?scsh=124755783483,3ULMC2tz15Sa,Expired,02/01/2025,02/01/2025,f,99,bidmachine,nasmedia_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=31e84c9ef71236700b75ee7b7a3d5b70,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240414-JMX,1735785971397460878,efde1193889b27870f635473409189d7,TMT|banner$$20250102$$magnite_dsp$$bidmachine$$2760:176_CR51368498$$_RTB,Tag,Out Of Browser Redirect,2025-01-02 14:31 +0000,124755704418,https://www.themediatrust.com?scsh=124755704418,3ULMAYQ81av5,Expired,02/01/2025,02/01/2025,f,99,bidmachine,magnite_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=9d9ef781e85c14393e47eeb480ba1cc2,App Store Redirect iOS,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the iTunes store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into iTunes. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect iOS
TMT-20241223-KXF,1735785508230606502,e7c764d663b96adedcac0c487a24f345,TMT|banner$$20250102$$magnite_dsp$$bidmachine$$2760:417_43761aac0d77d1ce03be234c461c42e5$$_RTB,Tag,Resolved,2025-01-02 14:31 +0000,124755700655,https://www.themediatrust.com?scsh=124755700655,3ULMAmk51DkU,Expired,02/01/2025,02/01/2025,f,99,bidmachine,magnite_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=574f73e430ee9719df85a4a9991ac0c4,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240625-TAM,1735808006347132220,98f7041421f31e39995905fd80df2a25,TMT|banner$$20250102$$startio_dsp$$fyber$$21325232:38060830$$_RTB,Landing Page,Malicious - Indirect Evidence,2025-01-02 14:29 +0000,124755685180,https://www.themediatrust.com?scsh=124755685180,3ULMA4wk1Dd7,Expired,02/01/2025,02/01/2025,t,3,fyber,startio_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=ef2761afa42ee1e6081f89d82c54b63a,DNE Domain,"Domain Does Not Exist: The flagged domain is not generating any content and is no longer connecting and executing during scanning. The Media Trust is not able to confirm the legitimacy of this domain. These types of domains often cause malicious redirects as they frequently expire and are associated with malicious content; bad actors take advantage of a domains one-time legitimacy and repurchase them to execute malicious campaigns.
To remediate this, please ensure this domain is removed from the delivery process and is no longer being called to and delivered. ",Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),DNE Domain
TMT-20231210-XUL,1735785525935523177,9001615f3cd55f5a9679febf4110197d,TMT|banner$$20250102$$snow_dsp$$snow$$537155$$_RTB,Tag,Out Of Browser Redirect,2025-01-02 14:27 +0000,124755640834,https://www.themediatrust.com?scsh=124755640834,3ULM9RHo2N3Z,Expired,02/01/2025,02/01/2025,f,3,snow,snow_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=10f6439182341962661df4b17389b7fe,App Store Redirect iOS,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the iTunes store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into iTunes. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect iOS
